,0
11825,60026  >  555 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11826,60026  >  5960 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11827,60026  >  5730 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11828,60026  >  2910 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11829,60026  >  49400 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11830,"555  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11831,"5960  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11832,"5730  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11833,"2910  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11834,"49400  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11835,60026  >  99 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11836,"99  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11837,60026  >  125 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11838,"125  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11839,60026  >  1073 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11840,"1073  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11841,60026  >  18040 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11842,60026  >  27715 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11843,60026  >  3370 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11844,60026  >  9111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11845,60026  >  2041 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11846,60024  >  3372 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11847,60024  >  32 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11848,60024  >  1717 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11849,60026  >  6112 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11850,60026  >  2869 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11851,60026  >  5566 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11852,60026  >  6547 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11853,"18040  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11854,"27715  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11855,"3370  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11856,"9111  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11857,"2041  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11858,"3372  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11859,"32  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11860,"1717  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11861,"6112  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11862,"2869  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11863,"5566  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11864,"6547  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11865,60024  >  8011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11866,"8011  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11867,60024  >  9944 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11868,"9944  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11869,60024  >  1174 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11870,60024  >  280 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11871,60024  >  8652 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11872,60024  >  50006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11873,60024  >  1138 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11874,60024  >  4443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11875,60024  >  25735 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11876,60024  >  27356 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11877,"1174  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11878,"280  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11879,"8652  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11880,"50006  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11881,"1138  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11882,"4443  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11883,"25735  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11884,"27356  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11885,60024  >  14238 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11886,"14238  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11887,60024  >  1839 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11888,60024  >  2809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11889,60024  >  8002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11890,60024  >  5054 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11891,60024  >  2602 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11892,60024  >  5269 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11893,60024  >  8291 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11894,60024  >  2065 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11895,60024  >  5903 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11896,60024  >  1090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11897,"1839  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11898,"2809  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11899,"8002  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11900,"5054  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11901,"2602  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11902,"5269  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11903,"8291  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11904,"2065  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11905,"5903  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11906,"1090  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11907,60024  >  10002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11908,"10002  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11909,60024  >  9929 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11910,60024  >  49157 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11911,60024  >  1352 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11912,60024  >  2020 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11913,60024  >  32768 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11914,60024  >  9102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11915,60024  >  5801 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11916,60024  >  1812 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11917,60024  >  1434 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11918,60024  >  2135 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11919,60024  >  8600 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11920,"9929  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11921,"49157  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11922,"1352  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11923,"2020  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11924,"32768  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11925,"9102  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11926,"5801  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11927,"1812  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11928,"1434  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11929,"2135  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11930,"8600  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11931,60024  >  32784 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11932,"32784  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11933,60024  >  3323 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11934,60024  >  7000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11935,60024  >  5802 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11936,60024  >  5001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11937,60024  >  366 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11938,60024  >  31038 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11939,60024  >  497 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11940,60024  >  7001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11941,60024  >  5810 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11942,60024  >  687 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11943,60024  >  6689 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11944,60024  >  9090 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11945,"3323  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11946,"7000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11947,"5802  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11948,"5001  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11949,"366  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11950,"31038  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11951,"497  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11952,"7001  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11953,"5810  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11954,"687  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11955,"6689  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11956,"9090  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11957,60024  >  49176 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11958,60024  >  1065 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11959,"49176  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11960,60024  >  2010 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11961,60024  >  12265 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11962,60024  >  1044 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11963,60024  >  4444 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11964,60024  >  3809 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11965,60024  >  17877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11966,60024  >  668 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11967,60024  >  1035 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11968,60024  >  8045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11969,60024  >  514 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11970,60024  >  163 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11971,"1065  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11972,"2010  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11973,"12265  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11974,"1044  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11975,"4444  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11976,"3809  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11977,"17877  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11978,"668  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11979,"1035  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11980,"8045  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11981,"514  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11982,"163  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11983,60024  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11984,60024  >  1055 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11985,60024  >  3283 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11986,60024  >  1030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11987,60024  >  56737 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11988,60024  >  8651 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11989,60024  >  340 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11990,60024  >  34571 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11991,60024  >  458 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11992,60024  >  5050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11993,60024  >  56738 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11994,60024  >  5500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11995,60024  >  2191 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
11996,"37  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11997,"1055  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11998,"3283  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
11999,"1030  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12000,"56737  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12001,"8651  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12002,"340  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12003,"34571  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12004,"458  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12005,"5050  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12006,"56738  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12007,"5500  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12008,"2191  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12009,60025  >  37 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12010,"37  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12011,60025  >  1055 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12012,60025  >  3283 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12013,60025  >  1030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12014,60025  >  56737 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12015,60025  >  8651 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12016,60025  >  340 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12017,60025  >  34571 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12018,60025  >  458 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12019,60025  >  5050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12020,60025  >  56738 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12021,60025  >  5500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12022,60025  >  2191 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12023,60024  >  10243 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12024,"1055  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12025,"3283  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12026,"1030  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12027,"56737  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12028,"8651  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12029,"340  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12030,"34571  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12031,"458  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12032,"5050  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12033,"56738  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12034,"5500  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12035,"2191  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12036,"10243  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12037,60024  >  52822 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12038,60024  >  9535 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12039,"52822  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12040,60024  >  6792 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12041,"9535  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12042,"6792  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12043,60025  >  9535 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12044,"9535  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12045,60024  >  9207 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12046,60024  >  146 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12047,60024  >  2190 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12048,60024  >  6580 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12049,"9207  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12050,"146  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12051,"2190  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12052,"6580  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12053,60024  >  40193 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12054,"40193  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12055,60024  >  5963 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12056,60024  >  6565 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12057,60024  >  1185 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12058,60024  >  5811 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12059,60024  >  5859 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12060,"5963  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12061,"6565  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12062,"1185  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12063,"5811  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12064,"5859  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12065,60024  >  3268 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12066,"3268  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12067,60024  >  3333 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12068,60024  >  1033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12069,60024  >  2107 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12070,60024  >  63331 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12071,60024  >  3006 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12072,60024  >  2301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12073,60024  >  2607 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12074,"3333  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12075,"1033  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12076,"2107  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12077,"63331  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12078,"3006  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12079,"2301  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12080,"2607  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12081,60024  >  24800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12082,"24800  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12083,60024  >  4242 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12084,60024  >  800 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12085,60024  >  1309 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12086,60024  >  90 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12087,60024  >  1658 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12088,60024  >  32783 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12089,60024  >  5030 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12090,60024  >  18988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12091,"4242  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12092,"800  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12093,"1309  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12094,"90  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12095,"1658  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12096,"32783  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12097,"5030  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12098,"18988  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12099,60024  >  9200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12100,"9200  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12101,60024  >  2049 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12102,60024  >  3 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12103,60024  >  9593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12104,60024  >  992 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12105,60024  >  5952 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12106,60024  >  65389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12107,60024  >  1112 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12108,60024  >  12000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12109,60024  >  2811 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12110,"2049  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12111,"3  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12112,"9593  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12113,"992  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12114,"5952  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12115,"65389  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12116,"1112  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12117,"12000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12118,"2811  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12119,60024  >  259 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12120,"259  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12121,60024  >  1755 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12122,60024  >  777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12123,60024  >  20005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12124,60024  >  1074 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12125,60024  >  3000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12126,60024  >  7676 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12127,60024  >  42510 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12128,60024  >  22939 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12129,60024  >  2909 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12130,60024  >  1217 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12131,"1755  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12132,"777  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12133,"20005  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12134,"1074  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12135,"3000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12136,"7676  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12137,"42510  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12138,"22939  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12139,"2909  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12140,"1217  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12141,60024  >  32779 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12142,"32779  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12143,60024  >  8300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12144,60024  >  1169 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12145,60024  >  7007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12146,60024  >  1165 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12147,60024  >  5950 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12148,60024  >  49999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12149,60024  >  1048 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12150,60024  >  6005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12151,60024  >  5002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12152,60024  >  801 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
12153,"8300  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12154,"1169  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12155,"7007  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12156,"1165  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12157,"5950  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12158,"49999  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12159,"1048  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12160,"6005  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12161,"5002  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
12162,"801  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
